table_name,comment,Arabic comment,English comment
MRP_PLN_WORK_ORDR_SCDL_DTLS,ÌÏæáÉ ÇæÇãÑ ÊÝÕíáì,جدولة اوامر تفصيلى,Settling detailed orders
MRP_PLN_WORK_ORDR_SCDL_DTLS_AG,ÌÏæáÉ ÇæÇãÑ ÊÌãíÚì,جدولة اوامر تجميعى,Schedule collecting orders
MRP_PLN_WORK_ORDR_SCDL_MSTR,ÌÏæÉ ÇæÇãÑ ãÇÓÊÑ,جدوة اوامر ماستر,Master's orders
MRP_PQC_BOM_DTL,,,
MRP_PQC_TRANS_EMP,,,
MRP_PQC_TRANS_MAT_TST,,,
MRP_PQC_TRANS_MAT_TST_HIST,,,
MRP_PQC_TRANS_MSTR,,,
MRP_PQC_TRANS_WIP_TST,,,
MRP_PROD_CPY_BOM_DTL,,,
MRP_PROD_CPY_MSTR,,,
MRP_PROD_CPY_RLTD_BOM_DTL,,,
MRP_PROD_CPY_ROUT_DTL,,,
MRP_PROD_CPY_RPLC_MAT,,,
MRP_SFC_INCNTV_DTL,,,
MRP_SFC_INCNTV_MSTR,,,
MRP_SFC_ITEMS_COST,ÌÏæá ãÊæÓØ ÇáÊßáÝÉ,جدول متوسط التكلفة,Average cost schedule
MRP_SFC_MATERIALS_RECEIVE_DTLS,ÌÏæá ÍÑßÇÊ ÕÑÝ ÇáãæÇÏ ÇáÊÝÕíáí,جدول حركات صرف المواد التفصيلي,Schedule of disbursement of detailed materials
MRP_SFC_MATERIALS_RECEIVE_MSTR,Materails receive orders File  ãáÝ ÓÌáÇÊ ÇæÇãÑ ÕÑÝ ÇáãæÇÏ,Materails receive orders File  ملف سجلات اوامر صرف المواد,Materiaals Receive Orders File
MRP_SFC_MATERIALS_RECEIVE_SRL,,,
MRP_SFC_MATERIALS_REC_DTL_HIST,,,
MRP_SFC_MATERIALS_REQUEST_DTLS,Materails requiest Orders File ãáÝ ÓÌáÇÊ ØáÈÇÊ ÕÑÝ ÇáãæÇÏ,Materails requiest Orders File ملف سجلات طلبات صرف المواد,Materiaals Request Orders File
MRP_SFC_MATERIALS_REQUEST_MSTR,,,
MRP_SFC_MATERIALS_RETURN_DTLS,ÌÏæá ÍÑßÇÊ ãÑÊÌÚ ÇáãæÇÏ ÇáÊÝÕíáí,جدول حركات مرتجع المواد التفصيلي,Disputed movements schedule of detailed materials
MRP_SFC_MATERIALS_RETURN_MSTR,Materails Return File  ãáÝ ÓÌáÇÊ ãÑÊÌÚ ÇáãæÇÏ,Materails Return File  ملف سجلات مرتجع المواد,Materiaals Return File file registry files
MRP_SFC_MATERIALS_TRANSMT_DTLS,,,
MRP_SFC_MATERIALS_TRANSMT_MSTR,,,
MRP_SFC_PRODUCTS_DELIVERY_DTLS,Products Delivery Details File   ãáÝ ÓÌáÇÊ ÊÓáíã ÇáãäÊÌÇÊ ÇáÊÝÕíáí,Products Delivery Details File   ملف سجلات تسليم المنتجات التفصيلي,Products Delivery Details File
MRP_SFC_PRODUCTS_DELIVERY_MSTR,Products Delivery Master File   ãáÝ ÓÌáÇÊ ÊÓáíã ÇáãäÊÌÇÊ ÇáÑÆíÓí,Products Delivery Master File   ملف سجلات تسليم المنتجات الرئيسي,Products Delivery Master File Main Product delivery file file
MRP_SFC_PRODUCTS_DELIVERY_SRL,ãáÝ ÊÝÕíá ÇáÃÑÞÇã ÇáÊÓáÓáíÉ ááãäÊÌÇÊ,ملف تفصيل الأرقام التسلسلية للمنتجات,Serial numbers detailing file for products
MRP_SFC_PRODUCTS_SCRAP_DTLS,Products Scrap Details File   ãáÝ ÓÌáÇÊ ÅÊáÇÝ ÇáãäÊÌÇÊ ÇáÊÝÕíáí,Products Scrap Details File   ملف سجلات إتلاف المنتجات التفصيلي,Products SCRAP DETAILS FILL
MRP_SFC_PRODUCTS_SCRAP_MSTR,Products Scrap Master File   ãáÝ ÓÌáÇÊ ÅÊáÇÝ ÇáãäÊÌÇÊ ÇáÑÆíÓí,Products Scrap Master File   ملف سجلات إتلاف المنتجات الرئيسي,Products Scap Master File Main Product Country Register file
MRP_SFC_RE_MSTR,,,
MRP_SFC_SP_MSTR,,,
MRP_SFC_WHM_ITEMS_MOVE,,,
MRP_SFC_WIP_MASTER,ãáÝ ÍÑßÉ ÕÇáÇÊ ÇáÇäÊÇÌ,ملف حركة صالات الانتاج,Movement for production halls
MRP_SFC_WIP_MASTER_ITM_OH,ãáÝ ÊÝÕíá ÇáÊßáÝÉ ÇáãÊÛíÑå ááãäÊÌÇÊ,ملف تفصيل التكلفة المتغيره للمنتجات,Detailed costs file for products
MRP_SFC_WIP_MASTER_LABOR,ãáÝ ÈíÇäÇÊ ÇáÚãÇá Ýí ÊÞÑíÑ ÇáÅäÊÇÌ Çáíæãí,ملف بيانات العمال في تقرير الإنتاج اليومي,Workers' data file in the daily production report
MRP_SFC_WIP_MASTER_LABR_BD,ãáÝ ÈíÇäÇÊ ÊæÞÝÇÊ ÇáÚãÇá Ýí ÊÞÑíÑ ÇáÅäÊÇÌ Çáíæãí,ملف بيانات توقفات العمال في تقرير الإنتاج اليومي,Workers' stoppage data file in the daily production report
MRP_SFC_WIP_MASTER_MCHN,ãáÝ ÈíÇäÇÊ Çáãßä Ýí ÊÞÑíÑ ÇáÅäÊÇÌ Çáíæãí,ملف بيانات المكن في تقرير الإنتاج اليومي,Makan data file in the daily production report
MRP_SFC_WIP_MASTER_MCHN_BD,ãáÝ ÈíÇäÇÊ ÊæÞÝÇÊ Çáãßä Ýí ÊÞÑíÑ ÇáÅäÊÇÌ Çáíæãí,ملف بيانات توقفات المكن في تقرير الإنتاج اليومي,Makan stop data file in the daily production report
MRP_SFC_WIP_MASTER_MCHN_METER,ÈíÇäÇÊ ÞÑÇÁÉ Þíã ÚÏÇÏÇÊ ÇáãÇßíäÇÊ,بيانات قراءة قيم عدادات الماكينات,Reading data for machines values
MRP_SFC_WIP_MASTER_METERS,,,
MRP_SFC_WIP_MASTER_MSCRAP,ãáÝ ÈíÇäÇÊ ÊÇáÝ ÇáãæÇÏ ÇáÎÇã Ýí ÊÞÑíÑ ÇáÅäÊÇÌ Çáíæãí,ملف بيانات تالف المواد الخام في تقرير الإنتاج اليومي,Raw material data file in the daily production report
MRP_SFC_WIP_MASTER_PROD,ãáÝ ÈíÇäÇÊ ÇáãäÊÌÇÊ ÇáËÇäæíÉ Ýí ÊÞÑíÑ ÇáÅäÊÇÌ Çáíæãí,ملف بيانات المنتجات الثانوية في تقرير الإنتاج اليومي,Secondary product data file in the daily production report
MRP_SFC_WIP_MASTER_PROD_SERIAL,ãáÝ ÊÝÕíá ÇáÃÑÞÇã ÇáÊÓáÓáíÉ ááãäÊÌÇÊ,ملف تفصيل الأرقام التسلسلية للمنتجات,Serial numbers detailing file for products
MRP_SFC_WIP_MASTER_QLT,ãáÝ äÊÇÆÌ ÝÍæÕ ãÑÇßÒ ÊÔÛíá ÇáÌæÏÉ,ملف نتائج فحوص مراكز تشغيل الجودة,Quality Operating Results File
MRP_SFC_WIP_MASTER_ROW,ãáÝ ÈíÇäÇÊ ÅÓÊÚáÇß ÇáãæÇÏ ÇáÎÇã Ýí ÊÞÑíÑ ÇáÅäÊÇÌ Çáíæãí,ملف بيانات إستعلاك المواد الخام في تقرير الإنتاج اليومي,Raw materials data file in the daily production report
MRP_SFC_WIP_MASTER_ROW_BCH,,,
MRP_SFC_WIP_MASTER_SCRAP,ãáÝ ÈíÇäÇÊ ÇáÊÇáÝ Ýí ÊÞÑíÑ ÇáÅäÊÇÌ Çáíæãí,ملف بيانات التالف في تقرير الإنتاج اليومي,The damage data file in the daily production report
MRP_SFC_WIP_MASTER_WOC,ÊÞÑíÑ ÇáÅäÊÇÌ Çáíæãí áãÑÇßÒ ÇáÊÔÛíá,تقرير الإنتاج اليومي لمراكز التشغيل,Daily production report for employment centers
MRP_SFC_WIP_MASTER_WOC_OH,ãáÝ ÊÝÕíá ÇáÊßáÝÉ ÇáãÊÛíÑå áãÑÇßÒ ÇáÊÔÛíá,ملف تفصيل التكلفة المتغيره لمراكز التشغيل,Detailed cost file for operating centers
MRP_SGS_BRKDOWN_RSRN,,,
OF,,,
MRP_SGS_CLNDR,ãáÝ ÊÚÑíÝ ÃíÇã ÇáÚãá æÇáÃÌÇÒÇÊ,ملف تعريف أيام العمل والأجازات,Definition files and licenses
MRP_SGS_CLNDR_SHIFTS,ãáÝ ÊÚÑíÝ ÃíÇã Úãá ÇáæÑÏíÇÊ,ملف تعريف أيام عمل الورديات,Definition files of rod working days
MRP_SGS_CLNDR_TRN,ãáÝ ÍÑßÉ ÅÚÏÇÏ ÊÞæíã ÇáÚãá,ملف حركة إعداد تقويم العمل,Work evaluation movement file file
MRP_SGS_CLNDR_TRN_DTL,ãáÝ ÊÚÑíÝ ÃíÇã Úãá ÇáæÑÏíÇÊ,ملف تعريف أيام عمل الورديات,Definition files of rod working days
MRP_SGS_CONCRND_RSNS,,,
MRP_SGS_GENERAL_PARAMETARS,ãáÝ ááãÊÛíÑÇÊ ÇáÚÇãÉ ááÇäÙãÉ,ملف للمتغيرات العامة للانظمة,A file for general systems changes
MRP_SGS_INCNTV_DTL,,,
MRP_SGS_INCNTV_LAB,,,
MRP_SGS_INCNTV_MSTR,,,
MRP_SGS_LAB_BREAK_RSNS,ãáÝ  ÊÚÑíÝ ÃÓÈÇÈ ÊæÞÝÇÊ ÇáÚãÇá,ملف  تعريف أسباب توقفات العمال,Definition file causes of workers ’stops
MRP_SGS_LINES_CODING,ãáÝ ÊÚÑíÝ ÎØæØ ÇáÅäÊÇÌ,ملف تعريف خطوط الإنتاج,Production lines profile
MRP_SGS_MAT_ORD_RSNS,ãáÝ  ÊÚÑíÝ ÃÓÈÇÈ ØáÈ ÇáãæÇÏ,ملف  تعريف أسباب طلب المواد,Definition file reasons for requesting materials
MRP_SGS_MAT_REC_RSNS,ãáÝ  ÊÚÑíÝ ÃÓÈÇÈ ÕÑÝ ÇáãæÇÏ,ملف  تعريف أسباب صرف المواد,Definition file causes of material disbursement
MRP_SGS_MAT_RET_RSNS,ãáÝ  ÊÚÑíÝ ÃÓÈÇÈ ÅÑÌÇÚ ÇáãæÇÏ,ملف  تعريف أسباب إرجاع المواد,Definition file reasons for returning materials
MRP_SGS_MCHN_METER_CTGRY,ÇäæÇÚ ÚÏÏÇÊ ÇáãÇßíäÇÊ,انواع عددات الماكينات,Types of machines
MRP_SGS_OPR,ÊÚÑíÝ ÇáÚãáíÇÊ ÇáÇäÊÇÌíå,تعريف العمليات الانتاجيه,Definition of production processes
MRP_SGS_PARAMETARS_CHECK,,,
MRP_SGS_PROD_METERS,,,
MRP_SGS_PROD_STP_MAT,ÇáÌÏæá ÇáÊÝÕíáì áÊÍÏíÏ ÇáãæÇÏ ÇáÏÇÎáå Ýì Êßæíä ÇáãäÊÌ,الجدول التفصيلى لتحديد المواد الداخله فى تكوين المنتج,The detailed table for determining the materials in the formation of the product
MRP_SGS_PROD_STP_MSTR,ÇáÌÏæá ÇáÑÆíÓì áÊåíÆÉ ÊÕäíÚ ÇáãäÊÌÇÊ,الجدول الرئيسى لتهيئة تصنيع المنتجات,The main schedule for product manufacturing preparation
MRP_SGS_PROD_STP_OH,ÇáÌÏæá ÇáÊÝÕíáì áÊÍÏíÏ ÈäæÏ ÇáÊßáÝÉ ÇáÛíÑ ãÈÇÔÑÉ Úáì ãÓÊæì ÇáãäÊÌ,الجدول التفصيلى لتحديد بنود التكلفة الغير مباشرة على مستوى المنتج,The detailed table to determine the items of the non -direct cost at the product level
MRP_SGS_PROD_STP_WOC,ÇáÌÏæá ÇáÊÝÕíáì áÊÍÏíÏ ãÑÇßÒ ÇáÊÔÛíá ÇáÊì íãÑ ÚáíåÇ ÇáãäÊÌ Ýì ÇáÊÕäíÚ,الجدول التفصيلى لتحديد مراكز التشغيل التى يمر عليها المنتج فى التصنيع,The detailed schedule to determine the operating centers that the product passes in manufacturing
MRP_SGS_PROD_STP_WOC_OH,ÇáÌÏæá ÇáÊÝÕíáì áÊÍÏíÏ ÈäæÏ ÇáÊßáÝÉ ÇáÛíÑ ãÈÇÔÑÉ Úáì ãÓÊæì ãÑßÒ ÇáÊÔÛíá,الجدول التفصيلى لتحديد بنود التكلفة الغير مباشرة على مستوى مركز التشغيل,The detailed table to determine the items of the non -direct cost at the operating center level
MRP_SGS_QLT_REJCT_RSN,,,
MRP_SGS_QLT_TASK,,,
MRP_SGS_QLT_TESTS,ãáÝ ÊÑãíÒ ÝÍæÕÇÊ ÇáÌæÏÉ,ملف ترميز فحوصات الجودة,Quality examination file
MRP_SGS_QLT_TST_GRP,,,
MRP_SGS_QLT_TST_RSN,,,
MRP_SGS_ROUTE_DTL,ãáÝ ãÓÇÑÇÊ ÇáÅäÊÇÌ ÇáÊÝÕíáí,ملف مسارات الإنتاج التفصيلي,Detailed production track file
MRP_SGS_ROUTE_DTL_MCH,ãáÝ  ÂáÇÊ ãÓÇÑÇÊ ÇáÅäÊÇÌ ÇáÊÝÕíáí,ملف  آلات مسارات الإنتاج التفصيلي,Detailed production tracks file
MRP_SGS_ROUTE_DTL_QLT,ãáÝ ÝÍæÕ ãÑÇßÒ ÊÔÛíá ÇáÌæÏÉ Ýí ãÓÇÑÇÊ ÇáÅäÊÇÌ,ملف فحوص مراكز تشغيل الجودة في مسارات الإنتاج,Quality Operating Centers File in Production Paths
MRP_SGS_ROUTE_MST,,,
MRP_SGS_ROUTE_SCRAPS,ãáÝ ÑÈØ ÇáÊæÇáÝ ÈÇáãäÊÌÇÊ,ملف ربط التوالف بالمنتجات,File connecting to the products to the products
MRP_SGS_SCRAP_RSNS,ãáÝ ÊÚÑíÝ ãÈÑÇÑÇÊ ÇáÊÇáÝ,ملف تعريف مبرارات التالف,Corporate damage file damaged
MRP_SGS_SHIFTS,ãáÝ ÊÚÑíÝ ÇáæÑÏíÇÊ,ملف تعريف الورديات,Sphinx file
MRP_SGS_SHOPS_FLOOR_CODING,ÌÏæá ÊÑãíÒ ÕÇáÇÊ ÇáÅäÊÇÌ,جدول ترميز صالات الإنتاج,Production halls coding schedule
MRP_SGS_STAGES_DEFINITION,ãáÝ ÊÚÑíÝ ãÑÇßÒ ÇáÇäÊÇÌ ÇáÝÑÚíÉ,ملف تعريف مراكز الانتاج الفرعية,Sub -production centers profile
MRP_SGS_WC_LABOR,ãáÝ ÈíÇäÇÊ ÇáÚãÇá Ýí ãÑÇßÒ ÇáÊÔÛíá,ملف بيانات العمال في مراكز التشغيل,Workers' data file in operating centers
MRP_SGS_WC_PROD_OUT_COST,ãáÝ  ÊßáÝÉ ÇáãäÊÌÇÊ Ýí ãÑÇßÒ ÇáÊÔÛíá ÇáÎÇÑÌíÉ,ملف  تكلفة المنتجات في مراكز التشغيل الخارجية,Product cost file in external operating centers
MRP_SGS_WOP_CTGRY,ãáÝ  ÊÕäíÝ ÇáÃæÇãÑ ÇáÅäÊÇÌíÉ,ملف  تصنيف الأوامر الإنتاجية,Productive orders classification file
MRP_TMP,,,
MRP_TRNS_,,,
IS,,,
MRP_TRU_BOM_CTLG_NEW,,,
MRP_TRU_BOM_CTLG_OLD,,,
MRP_TRU_BOM_MSTR,,,
MRP_TRU_BOM_MSTR_NEW,,,
MRP_TRU_BOM_MSTR_OLD,,,
MRP_TRU_BOM_PROD_NEW,,,
MRP_TRU_BOM_PROD_OLD,,,
MRP_TRU_BOM_ROW_NEW,,,
MRP_TRU_BOM_ROW_OLD,,,
MSRMENT,,,
MTN_ACCESS_DATA_NEW,,,
MTN_DAILY_FP_AND_JUSTIF_HIST,,,
MTN_DAILY_FP_HIST,,,
MTN_EXCLUDE_DATES,,,
MTN_HRIS_UPLOADED_LEAVES,,,
MTN_HRIS_UPLOADED_LEAVES_ERR,,,
MTN_HR_ACTIONS,,,
MTN_HR_JUSTIFY,,,
MTN_HR_TEMPLATES,,,
MTX_ACCTS_TRNSFR,,,
MTX_AGENTS,?????? ?????????,?????? ?????????,?????????????
MTX_AGENTS_BRNS_CURR,,,
MTX_AGENTS_OUT_TMPLT,??????? ?????? ???????? ??????? ??? ?????,??????? ?????? ???????? ??????? ??? ?????,????????????????????????????????
MTX_AGENTS_PASS_SIDES,,,
MTX_AGENT_AGENTS,,,
MTX_AGENT_BRNS,???? ?????????,???? ?????????,????????????
MTX_AGENT_CAREER,,,
MTX_AGENT_CURR_XCH,,,
MTX_AGENT_CURR_XCH_HIST,,,
MTX_AGENT_EXTERNAL_CODE,,,
MTX_AGENT_EXTRNL_BRN,,,
MTX_AGENT_EXTRNL_CITIES,,,
MTX_AGENT_EXTRNL_CNTRY,,,
MTX_AGENT_EXTRNL_CURR,,,
MTX_AGENT_EXTRNL_INFO,,,
MTX_AGENT_IDTYP,,,
MTX_AGENT_PROV,,,
MTX_AGNT_CUST_PRV,,,
MTX_AGNT_RCV_FEE,,,
MTX_AGT_BRN_FECH_TMP,,,
MTX_AGT_BRN_PYMT,,,
MTX_APPROVED_DOCS,,,
MTX_APPRVD_LVL,,,
MTX_APPRVD_MOV,,,
MTX_APPRVD_USR,,,
MTX_B2B_TYPES,????? ???????? ?? ??? ??? ???,????? ???????? ?? ??? ??? ???,???????????????????????
MTX_BENF_MEM_FAMILY,,,
MTX_BENF_TYPE,,,
MTX_BLACK_LIST,??????? ???????,??????? ???????,????????????
MTX_BLACK_LISTS_OVRDS,,,
MTX_BLCK_LSTD_DOCS,,,
MTX_BLCK_LSTD_IDS,,,
MTX_BNKS_CHK_BOOK,????? ????? ??????,????? ????? ??????,?????????????
MTX_BNKS_CHK_DTL,???? ?????? ????? ?????,???? ?????? ????? ?????,?????????????????
MTX_BNKS_CHK_SIGN,,,
MTX_BNK_CHK_CNCL,???? ????? ????? ?????,???? ????? ????? ?????,????????????????
MTX_BNK_CHK_OPT,,,
MTX_BOUQ_NET,,,
MTX_BRN_ACCTS,,,
MTX_BRN_LMT,,,
MTX_BRN_USD_BANKS,,,
MTX_CHK_CNCL_TYPES,,,
MTX_CHK_PURCH,,,
MTX_CHK_STLMNT,,,
MTX_CNCLD_CHKS,,,
MTX_CNCLD_TRVL_CHKS,,,
MTX_CNCL_CAUSES,???? ????? ????? ????????,???? ????? ????? ????????,????????????????????
MTX_CNTACT_NUMS,?????? ??????? ?????? / ???? / ?????? / ???? ?????????,?????? ??????? ?????? / ???? / ?????? / ???? ?????????,????????????????/ ????/ ?????/ ????????????
MTX_CNTACT_PRSNS,,,
MTX_CODE_DTL,,,
MTX_CODE_MST,?????? -????????? ?????? ????? ???????? ????????,?????? -????????? ?????? ????? ???????? ????????,?????-?????????????????????????????????
MTX_COMSNRS,ãÓÊÝíÏæ ÇáÍæÇáÇÊ ÇáÕÇÏÑÉ,مستفيدو الحوالات الصادرة,The beneficiaries of the issued transfers
MTX_COMSNRS_RQ,ãÓÊÝíÏæ ÇáÍæÇáÇÊ ÇáÕÇÏÑÉ,مستفيدو الحوالات الصادرة,The beneficiaries of the issued transfers
MTX_CSTMER_CSH,,,
MTX_CSTMR_CSH_SIGNS,,,
MTX_CST_BAL_CONFERM,,,
MTX_CTRL,,,
MTX_CURR_EXCH,????? ??? ???????,????? ??? ???????,?????????????
MTX_CURR_EXCH_HIST,???? ??????? ????? ???????,???? ??????? ????? ???????,????????????????????
MTX_CURR_SPEC,,,
MTX_CURR_VS_CURR_MTHD,,,
MTX_CUR_V_CUR_EXCH,,,
MTX_CUSTOMERS,,,
MTX_CUST_AGNT_PRV,,,
MTX_CUST_AUTHORS_SIGNS,,,
MTX_CUST_AUTHORS_SIGNS_OLD,,,
MTX_CUST_CHKS,,,
MTX_CUST_FLDS_OPT,,,
MTX_CUST_FLDS_OPT_LVLS,,,
MTX_CUST_HOLSTR,,,
MTX_CUST_OUT_BNFS,??????? ???????? ???????,??????? ???????? ???????,????????????????????
MTX_CUST_OUT_BNFS_RQ,ãÓÊÝíÏæ ÇáÍæÇáÇÊ ÇáÕÇÏÑÉ,مستفيدو الحوالات الصادرة,The beneficiaries of the issued transfers
MTX_CUST_PYMT,,,
MTX_CUST_REPS,,,
MTX_CUST_RQRD_DOC,,,
MTX_CUST_TRUST_BAL,,,
MTX_CUST_TRUST_BAL_BKP,,,
MTX_CUST_TYPS,,,
MTX_DEPOSIT_OPT,,,
MTX_DIFF_CURR_JV_TYP,,,
MTX_DOCS_GRPS,,,
MTX_DOCS_GRP_DTL,,,
MTX_DOC_TMP,,,
MTX_DRAW_OPT,,,
MTX_EXCH,ÈíÚ æÔÑÇÁ ÇáÚãáÇÊ\Sale and Purches Currency,بيع وشراء العملات\Sale and Purches Currency,Selling and selling currencies \ Sale and Purchase Currency
MTX_EXCH_DTL,?????? ???? ???????,?????? ???? ???????,???????????????
MTX_EXCH_DTL_RVRS,,,
MTX_EXCH_PRVS,,,
MTX_EXCH_PYMT_DTL,,,
MTX_EXCH_RVRS,ÚßÓ ÈíÚ æÔÑÇÁ ÇáÚãáÇÊ\Sale and Purches Currency,عكس بيع وشراء العملات\Sale and Purches Currency,Reverse selling and selling currencies \ Sale and Purchase Currency
MTX_EXCH_SAS,,,
MTX_EXTERNAL_SYSTEMS,MTX_AGNTS,MTX_AGNTS,Mtx_gnts
MTX_EXTERNAL_SYSTEMS_TOKENS,,,
MTX_EXTERNAL_SYSTEM_TOKENS,,,
MTX_EXTRNAL_TRNS_HSTRY,,,
MTX_EX_PYMT_PARTS,,,
MTX_FEES_FLD,,,
MTX_FEES_PRVS,,,
MTX_FEE_DISC_PRSNT_LVL,,,
MTX_FINSCN_SRCH_RSLT,,,
MTX_GOGRAPH,,,
MTX_GOGRAPH_RQ,,,
MTX_IDN_CODE_TYP,,,
MTX_IDTYPE_PRIV,,,
MTX_IMP_REM_DETAIL,,,
MTX_IMP_REM_DTL_SYNC,,,
MTX_IMP_REM_QRY,,,
MTX_INOUT_AGNT_OPT,,,
MTX_INTRCNCT_EXCHNGR,,,
MTX_IN_AMND,,,
MTX_IN_AMND_RQST,,,
MTX_IN_BNFS,,,
MTX_IN_BNF_CONDS,,,
MTX_IN_MST,,,
MTX_IN_MST_AMTS,,,
MTX_IN_PYMT_OPT,,,
MTX_IN_REF_DTL,,,
MTX_IN_REF_FLDS,,,
MTX_IN_REF_MST,,,
MTX_IN_REM_OPT,,,
MTX_IN_REM_TMPLT,,,
MTX_IN_TRX,,,
MTX_IN_TRX_SECN,,,
MTX_IN_USER_NVGTION_OPT,,,
MTX_IT_CON_ORG,,,
MTX_JVS,,,
MTX_JV_DTLS,,,
MTX_JV_TYPS,,,
MTX_LISTING_SIDES,,,
MTX_LMT_COD_DTL,,,
MTX_LVL_DNG,,,
MTX_LVL_DNG_DTL,,,
MTX_MLT_TRSR_TRX,,,
MTX_MLT_TRSR_TRX_DTL,,,
MTX_MLT_TRSR_TRX_FEE_TYPS,,,
MTX_MOBILE_BALANCE,,,
MTX_MV_OUT_INTRFC_ACCT,,,
MTX_MV_TRNS_INTRFC_ACCT,,,
MTX_NEWS_EXCH_DTL,???? ????? ?????? ??????? ??? ??????,???? ????? ?????? ??????? ??? ??????,???????????????????????????
MTX_ONYX_JV_DELETED,,,
MTX_ONYX_JV_DLTD_DTL,,,
MTX_OTHR_BANKS,,,
MTX_OTHR_BANKS_BRNS,,,
MTX_OTHR_SYS_CURR,,,
MTX_OTHR_SYS_IDTYPE,,,
MTX_OUTCHK_SERIALS,,,
MTX_OUT_AMND,,,
MTX_OUT_BNF,,,
MTX_OUT_BNF_VER,,,
MTX_OUT_BTRX,,,
MTX_OUT_CHK,,,
MTX_OUT_CHK_OPT,,,
MTX_OUT_CHK_REPRNT,,,
MTX_OUT_MORE_VER,,,
MTX_OUT_REF_DTL,,,
MTX_OUT_REF_DTL_OLD,,,
MTX_OUT_REF_FLDS,,,
MTX_OUT_REM_OPT,,,
MTX_OUT_REM_TMPLT,,,
MTX_OUT_SERIALS,,,
MTX_OUT_SER_FRMT,,,
MTX_OUT_SER_STP,,,
MTX_OUT_SND,,,
MTX_OUT_SND_MST,,,
MTX_OUT_SND_TMPLT,,,
MTX_OUT_SND_TMPLT_DTL,,,
MTX_OUT_TRX,,,
MTX_OUT_TRX_SECN,,,
MTX_OUT_VER,,,
MTX_OWNERS,ãÓÊÝíÏæ ÇáÍæÇáÇÊ ÇáÕÇÏÑÉ,مستفيدو الحوالات الصادرة,The beneficiaries of the issued transfers
MTX_OWNERS_RQ,ãÓÊÝíÏæ ÇáÍæÇáÇÊ ÇáÕÇÏÑÉ,مستفيدو الحوالات الصادرة,The beneficiaries of the issued transfers
MTX_PAY_BILL,,,
MTX_PRIV_TYP__OLD,,,
MTX_PUR_CHK_BNK_DTL,,,
MTX_PUR_CHK_BNK_MSTR,,,
MTX_PUR_CHK_ENTRY_DTL,,,
MTX_PUR_CHK_ENTRY_MSTR,,,
MTX_PYMT_DENM,,,
MTX_PYMT_GRP,,,
MTX_PYMT_USER_NVGTION_OPT,,,
MTX_RECEIPT_PYMT,,,
MTX_RECEIPT_PYMT_BANK,,,
MTX_RECEIPT_REQ,,,
MTX_REF_DTL,,,
MTX_REF_FLDS,,,
MTX_REF_MST,,,
MTX_RQRD_DOC_FLD,,,
MTX_RQRD_DOC_STP,,,
MTX_SLIDES_TYPE,,,
MTX_SMS_TMPLT_DTL,,,
MTX_SMS_TMPLT_MST,,,
MTX_SNDING_GRP,,,
MTX_SND_DOC_SER,,,
MTX_SND_SMS_OPTN,,,
MTX_STP_ACCTS,,,
MTX_SYMBLS_LTR,,,
MTX_SYS_PRIV,,,
MTX_SYS_PRV,,,
MTX_TCHK_PURCH,,,
MTX_TCHK_PURCH_OPT,,,
MTX_TCHK_PUR_DTL,,,
MTX_TCHK_PUR_FEES,,,
MTX_TRANS_TIMING,,,
MTX_TRNSFR_REQ,,,
MTX_TRNS_MEDIAS,,,
MTX_TRNS_MOB_HSTRY,,,
MTX_TRNS_PYMT_CUST,,,
MTX_TRNS_RSNS,,,
MTX_TRSRS_PRVS,,,
MTX_TRSRS_TYPS,,,
MTX_TRSR_TRX,,,
MTX_TRSR_TRX_DTL,,,
MTX_TRUST_DEPOSIT,,,
MTX_TRUST_DRAW,,,
MTX_TRVL_CHK_CMPS,,,
MTX_TRVL_DENMS,,,
MTX_TRX_AMT_STP,,,
MTX_TRX_FEES,,,
MTX_TRX_FEES_CHEK,,,
MTX_TRX_PRIV,,,
MTX_TRX_PRTITION_LVLS,,,
MTX_TRX_PYMT,,,
MTX_TRX_PYMT_RVRS,,,
MTX_TRX_PYMT_SECN,,,
MTX_TRX_RQRD_DOC,,,
MTX_TRX_TYPES,,,
MTX_TRX_XCH_STP,,,
MTX_USD_CUST_CHKS,,,
MTX_USER_AGENTS,,,
MTX_USER_CATS,,,
MTX_USER_PRVS,,,
MTX_USER_SERVICE,,,
MTX_USE_TRX,,,
MTX_USE_TRX_COPY,,,
MTX_USR_DFND_NOTES,,,
MTX_VALUES,,,
MTX_WORD_BLACK_LIST,,,
MTX_WST_ACCOUNTS,,,
MTX_WST_TRANS,,,
MTX_XTS_OFFL_PAYM,,,
MUQEEM_CITIES_LOOKUP_DATA,,,
MUQEEM_CNTRY_LOOKUP_DATA,,,
MUQEEM_MRTLSTUS_LOOKUP_DATA,,,
MUS_ADD_DSCNT_DTL,ÇáÎÕã ÇáÇÖÇÝí áãÈíÚÇÊ ÇáÍÌ æÇáÚãÑÉ _ ÊÍáíáí,الخصم الاضافي لمبيعات الحج والعمرة _ تحليلي,Additional discount for Hajj and Umrah sales - analytical
MUS_ADD_DSCNT_MST,ÇáÎÕã ÇáÅÖÇÝí áãÈíÚÇÊ ÇáÍÌ æÇáÚãÑÉ _ ÑÆíÓí,الخصم الإضافي لمبيعات الحج والعمرة _ رئيسي,Additional discount for Hajj and Umrah sales - main
